date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,updatedFromDate,fiscalDateEnding
2025-10-29,AAPL,,,amc,,,2024-12-09,2025-09-28
2025-07-30,AAPL,,,amc,,,2024-12-09,2025-06-28
2025-04-30,AAPL,,,amc,,,2024-12-09,2025-03-28
2025-02-06,AAPL,,2.36,amc,,,2024-12-09,2024-12-28
2024-10-31,AAPL,1.64,1.6,amc,94930000000.0,94511953345.0,2024-12-09,2024-09-28
2024-08-01,AAPL,1.4,1.35,amc,85777000000.0,84432539529.0,2024-11-25,2024-06-29
2024-05-02,AAPL,1.53,1.5,amc,90753000000.0,90366105851.0,2024-11-25,2024-03-30
2024-02-01,AAPL,2.18,2.1,amc,119575000000.0,117986596460.0,2024-11-25,2023-12-30
2023-11-02,AAPL,1.46,1.39,amc,89498000000.0,84175800000.0,2024-11-25,2023-09-30
2023-08-03,AAPL,1.26,1.19,amc,81797000000.0,81685700000.0,2024-11-25,2023-07-01
2023-05-04,AAPL,1.52,1.43,amc,94836000000.0,92960200000.0,2024-11-25,2023-04-01
2023-02-02,AAPL,1.88,1.94,amc,117154000000.0,121333299852.0,2024-11-25,2022-12-31
2022-10-27,AAPL,1.29,1.27,amc,90146000000.0,88739279089.0,2024-11-25,2022-09-24
2022-07-28,AAPL,1.2,1.16,amc,82959000000.0,82791243730.0,2024-11-25,2022-06-25
2022-04-28,AAPL,1.52,1.43,amc,97278000000.0,94033796672.0,2024-11-25,2022-03-26
2022-01-27,AAPL,2.1,1.89,amc,123945000000.0,119002502550.0,2024-11-25,2021-12-25
2021-10-28,AAPL,1.24,1.24,amc,83360000000.0,117986000000.0,2024-11-25,2021-09-25
2021-07-27,AAPL,1.3,1.01,amc,81434000000.0,84581900000.0,2024-11-25,2021-06-26
2021-04-28,AAPL,1.4,0.99,amc,89584000000.0,76920700000.0,2024-11-25,2021-03-27
2021-01-27,AAPL,1.68,1.41,amc,111439000000.0,90099617021.0,2024-11-25,2020-12-26
2020-10-29,AAPL,0.73,0.7,amc,64698000000.0,62039178082.0,2024-11-25,2020-09-26
2020-07-30,AAPL,0.65,0.51,amc,59685000000.0,46829769230.0,2024-11-25,2020-06-27
2020-04-30,AAPL,0.64,0.57,amc,58313000000.0,51023875000.0,2024-11-25,2020-03-28
2020-01-28,AAPL,1.25,1.14,amc,91819000000.0,83738928000.0,2024-11-25,2019-12-28
2019-10-30,AAPL,0.76,0.71,amc,64040000000.0,59826842105.0,2024-11-25,2019-09-28
2019-07-30,AAPL,0.55,0.52,amc,53809000000.0,51852309090.0,2024-11-25,2019-06-29
2019-04-30,AAPL,0.62,0.59,amc,58015000000.0,55207822580.0,2024-11-25,2019-03-30
2019-01-29,AAPL,1.05,1.04,amc,84310000000.0,83507047619.0,2024-11-25,2018-12-29
2018-11-01,AAPL,0.73,0.7,amc,62900000000.0,60315068493.0,2024-11-25,2018-09-29
2018-07-31,AAPL,0.59,0.55,amc,53265000000.0,49622948717.0,2024-11-25,2018-06-30
2018-05-01,AAPL,0.68,0.67,amc,61137000000.0,59793329670.0,2024-11-25,2018-03-31
2018-02-01,AAPL,0.97,0.96,amc,88293000000.0,87612077120.0,2024-11-25,2017-12-30
2017-11-02,AAPL,0.52,0.47,amc,52579000000.0,47498903381.0,2024-11-25,2017-09-30
2017-08-01,AAPL,0.42,0.39,amc,45408000000.0,42688958083.0,2024-11-25,2017-07-01
2017-05-02,AAPL,0.53,0.5,amc,52896000000.0,50880914285.0,2024-11-25,2017-04-01
2017-01-31,AAPL,0.84,0.8,amc,78351000000.0,74853187500.0,2024-11-25,2016-12-31
2016-10-25,AAPL,0.42,0.41,amc,46852000000.0,46571449101.0,2024-11-25,2016-09-24
2016-07-26,AAPL,0.36,0.35,amc,42358000000.0,41164816901.0,2024-11-25,2016-06-25
2016-04-26,AAPL,0.48,0.5,amc,50557000000.0,53217894736.0,2024-11-25,2016-03-26
2016-01-26,AAPL,0.82,0.81,amc,75872000000.0,74715414634.0,2024-11-25,2015-12-26
2015-10-27,AAPL,0.49,0.47,amc,51501000000.0,49398918367.0,2024-11-25,2015-09-26
2015-07-21,AAPL,0.46,0.45,amc,49605000000.0,48532459459.0,2024-11-25,2015-06-27
2015-04-27,AAPL,0.58,0.54,amc,58010000000.0,53777510729.0,2024-11-25,2015-03-28
2015-01-27,AAPL,0.77,0.65,amc,74599000000.0,63384771241.0,2024-11-25,2014-12-27
2014-10-20,AAPL,0.36,0.33,amc,42123000000.0,38859950704.0,2024-11-25,2014-09-27
2014-07-22,AAPL,0.32,0.31,amc,37432000000.0,35969812500.0,2024-11-25,2014-06-28
2014-04-23,AAPL,0.42,0.36,amc,45646000000.0,40146481927.0,2024-11-25,2014-03-29
2014-01-27,AAPL,0.52,0.5,amc,57594000000.0,55924608695.0,2024-11-25,2013-12-28
2013-10-28,AAPL,0.3,0.28,amc,37472000000.0,36201762711.0,2024-11-25,2013-09-28
2013-07-23,AAPL,0.27,0.26,amc,35323000000.0,34662757009.0,2024-11-25,2013-06-29
2025-10-28,ABBV,,,bmo,,,2024-12-08,2025-09-30
2025-07-23,ABBV,,,bmo,,,2024-12-08,2025-06-30
2025-04-24,ABBV,,,bmo,,,2024-12-08,2025-03-30
2025-02-07,ABBV,,2.99,bmo,,,2024-12-08,2024-12-30
2024-10-30,ABBV,3.0,2.92,bmo,14460000000.0,14282327431.0,2024-12-08,2024-09-30
2024-07-25,ABBV,2.65,2.57,bmo,14462000000.0,14021791242.0,2024-11-21,2024-06-30
2024-04-26,ABBV,2.31,2.26,bmo,12310000000.0,11929722730.0,2024-11-21,2024-03-31
2024-02-02,ABBV,2.79,2.76,bmo,14301000000.0,12977400000.0,2024-11-21,2023-12-31
2023-10-27,ABBV,2.95,2.86,bmo,13927000000.0,13671600000.0,2024-11-21,2023-09-30
2023-07-27,ABBV,2.91,2.79,bmo,13865000000.0,13516800000.0,2024-11-21,2023-06-30
2023-04-27,ABBV,2.46,2.44,bmo,12225000000.0,12167900000.0,2024-11-21,2023-03-31
2023-02-09,ABBV,3.6,3.54,bmo,15121000000.0,15331214906.0,2024-11-21,2022-12-31
2022-10-28,ABBV,3.66,3.56,bmo,14812000000.0,14960037499.0,2024-11-21,2022-09-30
2022-07-29,ABBV,3.37,3.31,bmo,14583000000.0,14664877978.0,2024-11-21,2022-06-30
2022-04-29,ABBV,3.24,3.14,bmo,13538000000.0,13612857615.0,2024-11-21,2022-03-31
2022-02-02,ABBV,3.31,3.29,bmo,14886000000.0,14951129423.0,2024-11-21,2021-12-31
2021-10-29,ABBV,3.33,3.23,bmo,14342000000.0,14353400000.0,2024-11-21,2021-09-30
2021-07-30,ABBV,3.11,3.11,bmo,13959000000.0,13959000000.0,2024-11-21,2021-06-30
2021-04-30,ABBV,2.95,2.77,bmo,13010000000.0,12808000000.0,2024-11-21,2021-03-31
2021-02-03,ABBV,2.92,2.85,bmo,13858000000.0,13726400000.0,2024-11-21,2020-12-31
2020-10-30,ABBV,2.83,2.75,bmo,12902000000.0,12628459363.0,2024-11-21,2020-09-30
2020-07-31,ABBV,2.34,2.24,bmo,10425000000.0,9756730769.0,2024-11-21,2020-06-30
2020-05-01,ABBV,2.42,2.25,bmo,8619000000.0,8013533057.0,2024-11-21,2020-03-31
2020-02-07,ABBV,2.21,2.19,bmo,8704000000.0,8625230769.0,2024-11-21,2019-12-31
2019-11-01,ABBV,2.33,2.29,bmo,8479000000.0,8369828326.0,2024-11-21,2019-09-30
2019-07-26,ABBV,2.26,2.21,bmo,8255000000.0,8072367256.0,2024-11-21,2019-06-30
2019-04-25,ABBV,2.14,2.05,bmo,7828000000.0,7498785046.0,2024-11-21,2019-03-31
2019-01-25,ABBV,1.9,1.92,bmo,8305000000.0,8479842105.0,2024-11-21,2018-12-31
2018-11-02,ABBV,2.14,2.02,bmo,8236000000.0,7774168224.0,2024-11-21,2018-09-30
2018-07-27,ABBV,2.0,1.98,bmo,8278000000.0,8153830000.0,2024-11-21,2018-06-30
2018-04-26,ABBV,1.87,1.79,bmo,7934000000.0,7594577540.0,2024-11-21,2018-03-31
2018-01-26,ABBV,1.48,1.44,bmo,7739000000.0,7529837837.0,2024-11-21,2017-12-31
2017-10-27,ABBV,1.41,1.39,bmo,6995000000.0,6895780141.0,2024-11-21,2017-09-30
2017-07-28,ABBV,1.42,1.4,bmo,6944000000.0,6846197183.0,2024-11-21,2017-06-30
2017-04-27,ABBV,1.28,1.26,bmo,6538000000.0,6435843750.0,2024-11-21,2017-03-31
2017-01-27,ABBV,1.2,1.2,bmo,6796000000.0,6796000000.0,2024-11-21,2016-12-31
2016-10-28,ABBV,1.21,1.2,bmo,6432000000.0,6378842975.0,2024-11-21,2016-09-30
2016-07-29,ABBV,1.26,1.2,bmo,6452000000.0,6144761904.0,2024-11-21,2016-06-30
2016-04-28,ABBV,1.15,1.12,bmo,5958000000.0,5854382608.0,2024-11-21,2016-03-31
2016-01-29,ABBV,1.13,1.12,bmo,6400000000.0,6343362831.0,2024-11-21,2015-12-31
2015-10-30,ABBV,1.13,1.07,bmo,5944000000.0,5680991150.0,2024-11-21,2015-09-30
2015-07-24,ABBV,1.08,1.06,bmo,5475000000.0,5373611111.0,2024-11-21,2015-06-30
2015-04-23,ABBV,0.94,0.84,bmo,5040000000.0,4557446808.0,2024-11-21,2015-03-31
2015-01-30,ABBV,0.89,0.85,bmo,5452000000.0,5268224719.0,2024-11-21,2014-12-31
2014-10-31,ABBV,0.89,0.78,bmo,5019000000.0,4342280898.0,2024-11-21,2014-09-30
2014-07-25,ABBV,0.82,0.76,bmo,4926000000.0,4565560975.0,2024-11-21,2014-06-30
2014-04-25,ABBV,0.71,0.68,bmo,4563000000.0,4370197183.0,2024-11-21,2014-03-31
2014-01-31,ABBV,0.82,0.82,bmo,5111000000.0,5111000000.0,2024-11-21,2013-12-31
2013-10-25,ABBV,0.82,0.78,bmo,4658000000.0,4430780487.0,2024-11-21,2013-09-30
2013-07-26,ABBV,0.82,0.79,bmo,4692000000.0,4520341463.0,2024-11-21,2013-06-30
2025-11-05,ABNB,,,amc,,,2024-11-25,2025-09-30
2025-08-04,ABNB,,,amc,,,2024-11-25,2025-06-30
2025-05-06,ABNB,,,amc,,,2024-11-25,2025-03-30
2025-02-11,ABNB,,0.61,amc,,2424861010.0,2024-11-25,2024-12-30
2024-11-07,ABNB,2.13,2.14,amc,3732000000.0,3717325161.0,2024-11-25,2024-09-30
2024-08-06,ABNB,0.86,0.92,amc,2748000000.0,2737830238.0,2024-11-05,2024-06-30
2024-05-08,ABNB,0.41,0.24,amc,2142000000.0,2060656785.0,2024-08-07,2024-03-31
2024-02-13,ABNB,0.76,0.656,amc,2218000000.0,2165255775.0,2024-05-12,2023-12-31
2023-11-01,ABNB,2.39,2.08,amc,3397000000.0,3178430000.0,2024-05-03,2023-09-30
2023-08-03,ABNB,0.98,0.78,amc,2484000000.0,2420410000.0,2024-05-03,2023-06-30
2023-05-09,ABNB,0.18,0.09,amc,1818000000.0,1790810000.0,2024-05-03,2023-03-31
2023-02-14,ABNB,0.48,0.25,amc,1901546000.0,1853470000.0,2024-05-03,2022-12-31
2022-11-01,ABNB,1.79,1.47,amc,2884000000.0,,2024-05-03,2022-09-30
2022-08-02,ABNB,0.56,0.43,amc,2104000000.0,,2024-05-03,2022-06-30
2022-05-03,ABNB,-0.03,-0.28,amc,1509000000.0,2575599362.0,2024-05-03,2022-03-31
2022-02-15,ABNB,0.08,0.03336,amc,1532196000.0,1460830000.0,2024-05-03,2021-12-31
2021-11-04,ABNB,1.22,0.75,amc,2237432000.0,2042470000.0,2024-05-03,2021-09-30
2021-08-12,ABNB,-0.11,-0.47,amc,1335196000.0,1335200000.0,2024-05-03,2021-06-30
2021-05-13,ABNB,-1.75,-1.15,amc,886936000.0,731722198.0,2024-05-03,2021-03-31
2021-02-25,ABNB,-10.88,-9.18,amc,859264000.0,701669729.0,2024-05-03,2020-12-31
2020-09-30,ABNB,0.3735,,amc,1342331000.0,,2024-05-03,2020-09-30
2020-06-30,ABNB,-1.08408,,amc,334774000.0,,2024-05-03,2020-06-30
2020-03-31,ABNB,-0.64151,,amc,841830000.0,,2024-05-03,2020-03-31
2019-12-31,ABNB,-0.6621,,amc,1106796000.0,,2024-05-03,2019-12-31
2025-10-14,ABT,,,bmo,,,2024-12-09,2025-09-30
2025-07-16,ABT,,,bmo,,,2024-12-09,2025-06-30
2025-04-15,ABT,,,bmo,,,2024-12-09,2025-03-30
2025-01-22,ABT,,1.34,bmo,,11029400000.0,2024-12-09,2024-12-30
2024-10-16,ABT,1.21,1.2,bmo,10635000000.0,10550594841.0,2024-12-09,2024-09-30
2024-07-18,ABT,1.14,1.1,bmo,10377000000.0,10368988228.0,2024-11-21,2024-06-30
2024-04-17,ABT,0.98,0.955,bmo,9964000000.0,9883272962.0,2024-11-21,2024-03-31
2024-01-24,ABT,1.19,1.19,bmo,10241000000.0,10179700000.0,2024-11-21,2023-12-31
2023-10-18,ABT,1.14,1.1,bmo,10143000000.0,9614230000.0,2024-11-21,2023-09-30
2023-07-20,ABT,1.08,1.04,bmo,9978000000.0,9698290000.0,2024-11-21,2023-06-30
2023-04-19,ABT,1.03,0.98,bmo,9747000000.0,9636200000.0,2024-11-21,2023-03-31
2023-01-25,ABT,1.03,0.9,bmo,10091000000.0,9664871480.0,2024-11-21,2022-12-31
2022-10-19,ABT,1.15,0.91,bmo,10410000000.0,9648818459.0,2024-11-21,2022-09-30
2022-07-20,ABT,1.43,1.13,bmo,11257000000.0,10325231147.0,2024-11-21,2022-06-30
2022-04-20,ABT,1.73,1.47,bmo,11895000000.0,10996326218.0,2024-11-21,2022-03-31
2022-01-26,ABT,1.32,1.21,bmo,11468000000.0,11086200000.0,2024-11-21,2021-12-31
2021-10-20,ABT,1.4,0.95,bmo,10928000000.0,9443350000.0,2024-11-21,2021-09-30
2021-07-22,ABT,1.17,1.01,bmo,10223000000.0,9449690000.0,2024-11-21,2021-06-30
2021-04-20,ABT,1.32,1.33,bmo,10456000000.0,10751900000.0,2024-11-21,2021-03-31
2021-01-27,ABT,1.45,1.35,bmo,10701000000.0,9908333333.0,2024-11-21,2020-12-31
2020-10-21,ABT,0.98,0.9,bmo,8853000000.0,8220642857.0,2024-11-21,2020-09-30
2020-07-16,ABT,0.57,0.43,bmo,7328000000.0,5399578947.0,2024-11-21,2020-06-30
2020-04-16,ABT,0.65,0.55,bmo,7726000000.0,6893969230.0,2024-11-21,2020-03-31
2020-01-22,ABT,0.95,0.95,bmo,8314000000.0,8314000000.0,2024-11-21,2019-12-31
2019-10-16,ABT,0.84,0.84,bmo,8076000000.0,8076000000.0,2024-11-21,2019-09-30
2019-07-17,ABT,0.82,0.8,bmo,7979000000.0,7784390243.0,2024-11-21,2019-06-30
2019-04-17,ABT,0.63,0.61,bmo,7535000000.0,7295793650.0,2024-11-21,2019-03-31
2019-01-23,ABT,0.81,0.81,bmo,7765000000.0,7765000000.0,2024-11-21,2018-12-31
2018-10-17,ABT,0.75,0.74,bmo,7656000000.0,7656000000.0,2024-11-21,2018-09-30
2018-07-18,ABT,0.73,0.71,bmo,7767000000.0,7554205479.0,2024-11-21,2018-06-30
2018-04-18,ABT,0.59,0.58,bmo,7390000000.0,7264745762.0,2024-11-21,2018-03-31
2018-01-24,ABT,0.74,0.73,bmo,7589000000.0,7486445945.0,2024-11-21,2017-12-31
2017-10-18,ABT,0.66,0.65,bmo,6829000000.0,6725530303.0,2024-11-21,2017-09-30
2017-07-20,ABT,0.62,0.6,bmo,6637000000.0,6529951612.0,2024-11-21,2017-06-30
2017-04-19,ABT,0.48,0.43,bmo,6335000000.0,5675104166.0,2024-11-21,2017-03-31
2017-01-25,ABT,0.65,0.65,bmo,5333000000.0,5333000000.0,2024-11-21,2016-12-31
2016-10-19,ABT,0.59,0.58,bmo,5302000000.0,5212135593.0,2024-11-21,2016-09-30
2016-07-20,ABT,0.55,0.53,bmo,5333000000.0,5139072727.0,2024-11-21,2016-06-30
2016-04-20,ABT,0.41,0.39,bmo,4885000000.0,4646707317.0,2024-11-21,2016-03-31
2016-01-28,ABT,0.62,0.61,bmo,5188000000.0,5104322580.0,2024-11-21,2015-12-31
2015-10-21,ABT,0.54,0.53,bmo,5150000000.0,5054629629.0,2024-11-21,2015-09-30
2015-07-22,ABT,0.52,0.5,bmo,5170000000.0,4971153846.0,2024-11-21,2015-06-30
2015-04-22,ABT,0.47,0.42,bmo,4897000000.0,4376042553.0,2024-11-21,2015-03-31
2015-01-29,ABT,0.71,0.68,bmo,5356000000.0,5066478873.0,2024-11-21,2014-12-31
2014-10-22,ABT,0.62,0.6,bmo,5104000000.0,4857032258.0,2024-11-21,2014-09-30
2014-07-16,ABT,0.54,0.51,bmo,5551000000.0,5242611111.0,2024-11-21,2014-06-30
2014-04-16,ABT,0.41,0.35,bmo,5244000000.0,4604487804.0,2024-11-21,2014-03-31
2014-01-22,ABT,0.58,0.58,bmo,5655000000.0,5654941000.0,2024-11-21,2013-12-31
2013-10-16,ABT,0.55,0.51,bmo,5369000000.0,4978655236.0,2024-11-21,2013-09-30
2013-07-17,ABT,0.46,0.44,bmo,5446000000.0,5209241304.0,2024-11-21,2013-06-30
2025-09-24,ACN,,,bmo,,,2024-12-09,2025-08-31
2025-06-18,ACN,,,bmo,,,2024-12-09,2025-05-31
2025-03-19,ACN,,,bmo,,,2024-12-09,2025-02-28
2024-12-19,ACN,,3.42,bmo,,17148807369.0,2024-12-09,2024-12-01
2024-09-26,ACN,2.79,2.78,bmo,16405819000.0,16366405560.0,2024-12-09,2024-08-31
2024-06-20,ACN,3.13,3.15,bmo,16466828000.0,16543120212.0,2024-11-24,2024-05-31
2024-03-21,ACN,2.77,2.66,bmo,15799514000.0,15846398403.0,2024-11-24,2024-02-29
2023-12-19,ACN,3.27,3.14,bmo,16224303000.0,16040100000.0,2024-11-24,2023-11-30
2023-09-28,ACN,2.71,2.66,bmo,15985200000.0,16074900000.0,2024-11-24,2023-08-31
2023-06-22,ACN,3.19,3.04,bmo,16564585000.0,16081500000.0,2024-11-24,2023-05-31
2023-03-23,ACN,2.69,2.5,bmo,15814158000.0,16546500000.0,2024-11-24,2023-02-28
2022-12-16,ACN,3.08,2.91,bmo,15747802000.0,15581501358.0,2024-11-24,2022-11-30
2022-09-22,ACN,2.6,2.57,bmo,15423656000.0,15389406931.0,2024-11-24,2022-08-31
2022-06-23,ACN,2.94,2.85,bmo,16158803000.0,16039931821.0,2024-11-24,2022-05-31
2022-03-17,ACN,2.54,2.37,bmo,15046693000.0,14650981027.0,2024-11-24,2022-02-28
2021-12-16,ACN,2.78,2.63,bmo,14965153000.0,12951700000.0,2024-11-24,2021-11-30
2021-09-23,ACN,2.2,2.19,bmo,13419284000.0,13358008730.0,2024-11-24,2021-08-31
2021-06-24,ACN,2.4,2.23,bmo,13263795000.0,12252653677.0,2024-11-24,2021-05-31
2021-03-18,ACN,2.03,1.9,bmo,12088125000.0,11261042763.0,2024-11-24,2021-02-28
2020-12-17,ACN,2.32,2.05,bmo,11762185000.0,11012633995.0,2024-11-24,2020-11-30
2020-09-24,ACN,1.7,1.73,bmo,10835271000.0,9419607452.0,2024-11-24,2020-08-31
2020-06-25,ACN,1.9,1.85,bmo,10991305000.0,10702060131.0,2024-11-24,2020-05-31
2020-03-19,ACN,1.91,1.72,bmo,11141505000.0,10033187748.0,2024-11-24,2020-02-29
2019-12-19,ACN,2.09,2.0,bmo,11358958000.0,10869816267.0,2024-11-24,2019-11-30
2019-09-26,ACN,1.74,1.71,bmo,11055650000.0,10865035344.0,2024-11-24,2019-08-31
2019-06-27,ACN,1.93,1.89,bmo,11099688000.0,10869642652.0,2024-11-24,2019-05-31
2019-03-28,ACN,1.73,1.57,bmo,10454129000.0,9487273138.0,2024-11-24,2019-02-28
2018-12-20,ACN,1.96,1.86,bmo,10605546000.0,10064446714.0,2024-11-24,2018-11-30
2018-09-27,ACN,1.58,1.56,bmo,10642249000.0,10371037974.0,2024-11-24,2018-08-31
2018-06-28,ACN,1.79,1.72,bmo,10838854000.0,10276759776.0,2024-11-24,2018-05-31
2018-03-22,ACN,1.58,1.49,bmo,10067832000.0,9344563291.0,2024-11-24,2018-02-28
2017-12-21,ACN,1.79,1.67,bmo,10054493000.0,9221385474.0,2024-11-24,2017-11-30
2017-09-28,ACN,1.48,1.47,bmo,9640906000.0,9575858108.0,2024-11-24,2017-08-31
2017-06-22,ACN,1.52,1.5,bmo,9356787000.0,9357000000.0,2024-11-24,2017-05-31
2017-03-23,ACN,1.33,1.3,bmo,8762182000.0,8564360902.0,2024-11-24,2017-02-28
2016-12-21,ACN,1.58,1.49,bmo,9005603000.0,8492999999.0,2024-11-24,2016-11-30
2016-09-29,ACN,1.31,1.3,bmo,8965580000.0,8897557251.0,2024-11-24,2016-08-31
2016-06-23,ACN,1.41,1.41,bmo,8969044000.0,8969000000.0,2024-11-24,2016-05-31
2016-03-24,ACN,1.34,1.18,bmo,8397053000.0,7394373134.0,2024-11-24,2016-02-29
2015-12-17,ACN,1.35,1.32,bmo,8465984000.0,8730562500.0,2024-11-24,2015-11-30
2015-09-24,ACN,1.15,1.12,bmo,8364511000.0,8146782608.0,2024-11-24,2015-08-31
2015-06-25,ACN,1.3,1.23,bmo,8275066000.0,7829423076.0,2024-11-24,2015-05-31
2015-03-26,ACN,1.08,1.07,bmo,7931590000.0,7858555555.0,2024-11-24,2015-02-28
2014-12-18,ACN,1.29,1.2,bmo,8343257000.0,7760930232.0,2024-11-24,2014-11-30
2014-09-24,ACN,1.08,1.1,bmo,8267319000.0,8420092592.0,2024-11-24,2014-08-31
2014-06-26,ACN,1.26,1.21,bmo,8240180000.0,7913015873.0,2024-11-24,2014-05-31
2014-03-27,ACN,1.03,1.04,bmo,7567483000.0,7640466019.0,2024-11-24,2014-02-28
2013-12-19,ACN,1.13,1.09,bmo,7799696000.0,7523893805.0,2024-11-24,2013-11-30
2013-09-26,ACN,1.01,1.01,amc,7524994000.0,7525000000.0,2024-11-24,2013-08-31
2013-06-27,ACN,1.14,1.13,amc,7707935000.0,7640385964.0,2024-11-24,2013-05-31
2025-09-10,ADBE,,,amc,,,2024-11-11,2025-08-30
2025-06-11,ADBE,,,amc,,,2024-11-11,2025-05-30
2025-03-12,ADBE,,,amc,,,2024-11-11,2025-02-28
2024-12-11,ADBE,,4.66,amc,,5539690000.0,2024-11-11,2024-11-30
2024-09-12,ADBE,4.65,4.53,amc,5408000000.0,5371968421.0,2024-11-11,2024-08-30
2024-06-13,ADBE,4.48,4.39,amc,5309000000.0,5291458037.0,2024-09-13,2024-05-31
2024-03-14,ADBE,4.48,4.38,amc,5182000000.0,5143432923.0,2024-06-14,2024-03-01
2023-12-13,ADBE,4.27,4.13,amc,5048000000.0,4592280000.0,2024-03-14,2023-12-01
2023-09-14,ADBE,4.09,3.97,amc,4890000000.0,4866730000.0,2024-03-14,2023-09-01
2023-06-15,ADBE,3.91,3.78,amc,4816000000.0,4432110000.0,2024-03-14,2023-06-02
2023-03-15,ADBE,3.8,3.66,amc,4655000000.0,4623430000.0,2024-03-14,2023-03-03
2022-12-15,ADBE,3.6,3.5,amc,4525000000.0,4527120000.0,2024-03-14,2022-12-02
2022-09-15,ADBE,3.4,3.33,amc,4433000000.0,,2024-03-14,2022-09-02
2022-06-16,ADBE,3.35,3.3,amc,4386000000.0,4344470000.0,2024-03-14,2022-06-03
2022-03-22,ADBE,3.37,3.34,amc,4262000000.0,4344470000.0,2024-03-14,2022-03-04
2021-12-16,ADBE,3.2,3.2,bmo,4110000000.0,4240000000.0,2024-03-14,2021-12-03
2021-09-21,ADBE,3.11,3.01,amc,3935000000.0,,2024-03-14,2021-09-03
2021-06-17,ADBE,3.03,2.81,amc,3835000000.0,,2024-03-14,2021-06-04
2021-03-23,ADBE,3.14,2.78,amc,3905000000.0,,2024-03-14,2021-03-05
2020-12-10,ADBE,2.81,2.65,bmo,3424000000.0,3081600000.0,2024-03-14,2020-11-27
2020-09-15,ADBE,2.57,2.41,amc,3225000000.0,3024221789.883269,2024-03-14,2020-08-28
2020-06-11,ADBE,2.45,2.33,amc,3128000000.0,2974791836.734694,2024-03-14,2020-05-29
2020-03-12,ADBE,2.2,2.23,amc,3091000000.0,3036533039.647577,2024-03-14,2020-02-28
2019-12-12,ADBE,2.29,2.26,amc,2991944000.0,2952228915.0,2024-03-14,2019-11-29
2019-09-17,ADBE,2.05,1.97,amc,2834126000.0,2723525960.97561,2024-03-14,2019-08-30
2019-06-18,ADBE,1.83,1.78,amc,2744280000.0,2669299672.1311474,2024-03-14,2019-05-31
2019-03-14,ADBE,1.65,1.62,amc,2600946000.0,2464054105.263158,2024-03-14,2019-03-01
2018-12-13,ADBE,1.83,1.88,amc,2464625000.0,2530173537.0,2024-03-14,2018-11-30
2018-09-13,ADBE,1.73,1.69,amc,2291076000.0,2238126589.5953755,2024-03-14,2018-08-31
2018-06-14,ADBE,1.66,1.54,amc,2195360000.0,2036696385.5421689,2024-03-14,2018-06-01
2018-03-15,ADBE,1.55,1.43,amc,2078947000.0,1931365161.2903225,2024-03-14,2018-03-02
2017-12-14,ADBE,1.26,1.16,amc,2006595000.0,,2024-03-14,2017-12-01
2017-09-19,ADBE,1.1,1.01,amc,1841074000.0,1690464545.4545453,2024-03-14,2017-09-01
2017-06-20,ADBE,1.02,0.94,amc,1772190000.0,1650578431.3725488,2024-03-14,2017-06-02
2017-03-16,ADBE,0.94,0.87,amc,1681646000.0,1556374468.0851064,2024-03-14,2017-03-03
2016-12-15,ADBE,0.9,0.86,amc,1608419000.0,,2024-03-14,2016-12-02
2016-09-20,ADBE,0.75,0.72,amc,1463967000.0,1405440000.0,2024-03-14,2016-09-02
2016-06-21,ADBE,0.71,0.68,amc,1398709000.0,1339600000.0000002,2024-03-14,2016-06-03
2016-03-17,ADBE,0.66,0.61,amc,1383335000.0,1278504545.4545455,2024-03-14,2016-03-04
2015-12-10,ADBE,0.62,0.6,amc,1306404000.0,1262853333.0,2024-03-14,2015-11-27
2015-09-17,ADBE,0.54,0.49,amc,1217768000.0,1127592592.5925925,2024-03-14,2015-08-28
2015-06-16,ADBE,0.48,0.45,amc,1162158000.0,1089562500.0,2024-03-14,2015-05-29
2015-03-17,ADBE,0.44,0.39,amc,1109181000.0,983154545.4545455,2024-03-14,2015-02-27
2014-12-11,ADBE,0.36,0.3,amc,1073328000.0,858640000.0,2024-03-14,2014-11-28
2014-09-16,ADBE,0.28,0.26,amc,1005409000.0,933585714.2857141,2024-03-14,2014-08-29
2014-06-17,ADBE,0.37,0.29,amc,1068208000.0,866108108.108108,2024-03-14,2014-05-30
2014-03-18,ADBE,0.3,0.25,amc,1000120000.0,833416666.6666667,2024-03-14,2014-02-28
2013-12-12,ADBE,0.32,0.32,amc,1041699000.0,1041700000.0,2024-03-14,2013-11-29
2013-09-17,ADBE,0.32,0.34,amc,995119000.0,1057293750.0,2024-03-14,2013-08-30
2013-06-18,ADBE,0.36,0.33,amc,1010549000.0,954361111.1111112,2024-03-14,2013-05-31
2025-08-19,ADI,,,bmo,,,2024-12-09,2025-08-02
2025-05-20,ADI,,,bmo,,,2024-12-09,2025-05-02
2025-02-19,ADI,,1.54,bmo,,2357694080.0,2024-12-09,2025-02-02
2024-11-26,ADI,1.67,1.64,bmo,2443205000.0,2405343727.0,2024-12-09,2024-11-02
2024-08-21,ADI,1.58,1.51,bmo,2312209000.0,2274977073.0,2024-11-21,2024-08-03
2024-05-22,ADI,1.4,1.26,bmo,2159039000.0,2105264074.0,2024-11-21,2024-05-04
2024-02-21,ADI,1.73,1.71,bmo,2512704000.0,2497092432.0,2024-11-21,2024-02-03
2023-11-21,ADI,2.01,2.01,bmo,2716484000.0,2703980000.0,2024-11-21,2023-10-28
