date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,updatedFromDate,fiscalDateEnding
2015-01-22,ISRG,0.55,0.49,amc,604700000.0,538330487.0,2024-03-22,2014-12-31
2014-10-21,ISRG,0.44,0.42,amc,550100000.0,533260204.0,2024-03-22,2014-09-30
2014-07-22,ISRG,0.33,0.31,amc,512200000.0,481468000.0,2024-03-22,2014-06-30
2014-04-22,ISRG,0.3,0.36,amc,464700000.0,569126966.0,2024-03-22,2014-03-31
2014-01-23,ISRG,0.48,0.43,amc,576200000.0,515759440.0,2024-03-22,2013-12-31
2013-10-17,ISRG,0.44,0.38,amc,499000000.0,423962406.0,2024-03-22,2013-09-30
2013-07-18,ISRG,0.43,0.45,amc,578500000.0,600750000.0,2024-03-22,2013-06-30
2025-11-03,ITUB,,,amc,,,2024-12-07,2025-09-30
2025-08-04,ITUB,,,amc,,,2024-12-07,2025-06-30
2025-05-05,ITUB,,,amc,,,2024-12-07,2025-03-30
2025-02-02,ITUB,,0.2,amc,,8100200000.0,2024-12-07,2024-12-30
2024-11-05,ITUB,0.2,0.19,bmo,7401386700.0,7823890000.0,2024-12-07,2024-09-30
2024-08-06,ITUB,0.2,0.19,amc,7406258160.0,7704690000.0,2024-12-03,2024-06-30
2024-05-06,ITUB,0.2,0.2,amc,6580921200.0,7704690000.0,2024-12-03,2024-03-31
2024-02-05,ITUB,0.19,0.19,amc,8875092768.5,8183510507.0,2024-12-03,2023-12-31
2023-11-06,ITUB,0.19,0.19,amc,7369670000.0,7704648750.0,2024-12-03,2023-09-30
2023-08-07,ITUB,0.18,0.17,amc,8035635100.0,7988954389.0,2024-12-03,2023-06-30
2023-05-08,ITUB,0.17,0.17,bmo,6699789720.0,7503443096.0,2024-12-03,2023-03-31
2023-02-07,ITUB,0.15,0.16,amc,6594262380.0,7215725046.0,2024-12-03,2022-12-31
2022-11-10,ITUB,0.16,0.16,bmo,6536171180.0,6867112476.0,2024-12-03,2022-09-30
2022-08-08,ITUB,0.16,0.15,bmo,6542837900.0,6225629569.0,2024-12-03,2022-06-30
2022-05-09,ITUB,0.14,0.13,bmo,7143383520.0,6902012062.0,2024-12-03,2022-03-31
2022-02-10,ITUB,0.13,0.12,amc,6009727500.0,5784421478.0,2024-12-03,2021-12-31
2021-11-04,ITUB,0.13,0.13,amc,5355960613.0,6216369857.1,2024-11-15,2021-09-30
2021-08-02,ITUB,0.13,0.12,bmo,6256433455.0,5658695896.2,2024-11-15,2021-06-30
2021-05-04,ITUB,0.12,0.11,amc,4761920650.0,4469557955.0,2024-12-03,2021-03-31
2021-02-01,ITUB,0.13,0.11,amc,6985394325.0,5519130541.0,2024-12-03,2020-12-31
2020-11-03,ITUB,0.1,0.1,bmo,4291561156.0,4391860466.0,2024-12-03,2020-09-30
2020-08-03,ITUB,0.08,0.11,bmo,4121025596.0,9380321150.0,2024-12-03,2020-06-30
2020-05-04,ITUB,0.09,0.14,amc,2264693970.0,4715247600.0,2024-12-03,2020-03-31
2020-02-10,ITUB,0.22,0.18,amc,8401452242.0,5699714070.0,2024-12-03,2019-12-31
2019-11-04,ITUB,0.13,0.19,amc,6168814080.0,8229464526.0,2024-12-03,2019-09-30
2019-07-29,ITUB,0.17,0.19,amc,7039721340.0,7811402384.0,2024-12-03,2019-06-30
2019-05-02,ITUB,0.18,0.19,amc,6846960266.0,7202094740.0,2024-12-03,2019-03-31
2019-02-04,ITUB,0.17,0.18,bmo,8560706400.0,8154516115.0,2024-12-03,2018-12-31
2018-10-29,ITUB,0.17,0.17,amc,6601733383.0,7252870533.0,2024-12-03,2018-09-30
2018-07-30,ITUB,0.18,0.18,bmo,5128986200.0,5345873946.0,2024-12-03,2018-06-30
2018-04-30,ITUB,0.2,0.2,bmo,7758843890.0,7321802193.0,2024-12-03,2018-03-31
2018-02-05,ITUB,0.2,0.2,amc,7248063108.0,7363352700.0,2024-12-03,2017-12-31
2017-10-30,ITUB,0.2,0.19,bmo,8881680600.0,8219641518.0,2024-12-03,2017-09-30
2017-07-31,ITUB,0.2,0.19,amc,7614397280.0,7717640682.0,2024-12-03,2017-06-30
2017-05-03,ITUB,0.2,0.19,bmo,9003850851.0,8458918086.0,2024-12-03,2017-03-31
2017-02-07,ITUB,0.17,0.18,bmo,8584972864.0,9531104572.0,2024-12-03,2016-12-31
2016-11-01,ITUB,0.17,0.16,bmo,8273424750.0,7613483701.0,2024-12-03,2016-09-30
2016-08-03,ITUB,0.17,0.14,bmo,9413661868.0,7303643789.0,2024-12-03,2016-06-30
2016-05-03,ITUB,0.15,0.14,bmo,7979708880.0,7781038123.0,2024-12-03,2016-03-31
2016-02-02,ITUB,0.15,0.14,bmo,6751624275.0,6328360570.0,2024-12-03,2015-12-31
2015-11-03,ITUB,0.18,0.15,bmo,4000602120.0,4107525127.0,2024-12-03,2015-09-30
2015-08-04,ITUB,0.19,0.18,bmo,8278429423.0,7148529824.0,2024-12-03,2015-06-30
2015-05-05,ITUB,0.2,0.19,bmo,5986751788.0,5791718514.0,2024-12-03,2015-03-31
2015-02-03,ITUB,0.25,0.21,amc,8552836380.0,6291313528.0,2024-12-03,2014-12-31
2014-11-04,ITUB,0.24,0.22,bmo,8575795620.0,7342431541.0,2024-12-03,2014-09-30
2014-08-05,ITUB,0.22,0.21,bmo,10134523125.0,9411459047.0,2024-12-03,2014-06-30
2014-04-29,ITUB,0.2,0.19,bmo,9667085725.0,9294933656.0,2024-12-03,2014-03-31
2014-02-04,ITUB,0.21,0.18,bmo,9422280318.0,7008177827.0,2024-12-03,2013-12-31
2013-10-29,ITUB,0.18,0.16,bmo,8800869200.0,7709568890.0,2024-12-03,2013-09-30
2013-07-30,ITUB,0.18,0.18,bmo,8110902018.0,7840301880.0,2024-12-03,2013-06-30
2025-10-28,ITW,,,bmo,,,2024-12-08,2025-09-30
2025-07-28,ITW,,,bmo,,,2024-12-08,2025-06-30
2025-04-28,ITW,,,bmo,,,2024-12-08,2025-03-30
2025-02-06,ITW,,2.5,bmo,,,2024-12-08,2024-12-30
2024-10-30,ITW,2.65,2.52,bmo,3966000000.0,4018214655.0,2024-12-08,2024-09-30
2024-07-30,ITW,2.54,2.48,bmo,4027000000.0,4079355110.0,2024-11-21,2024-06-30
2024-04-30,ITW,2.44,2.36,bmo,3973000000.0,4029469024.0,2024-11-21,2024-03-31
2024-02-01,ITW,2.42,2.41,bmo,3983000000.0,4010500000.0,2024-11-21,2023-12-31
2023-10-24,ITW,2.55,2.46,bmo,4031000000.0,4094000000.0,2024-11-21,2023-09-30
2023-08-01,ITW,2.48,2.39,bmo,4074000000.0,4133550000.0,2024-11-21,2023-06-30
2023-05-02,ITW,2.33,2.23,bmo,4019000000.0,3982230000.0,2024-11-21,2023-03-31
2023-02-02,ITW,2.95,2.58,bmo,3971000000.0,3892794183.0,2024-11-21,2022-12-31
2022-10-25,ITW,2.35,2.25,bmo,4011000000.0,3890616704.0,2024-11-21,2022-09-30
2022-08-02,ITW,2.37,2.2,bmo,4011000000.0,3968710301.0,2024-11-21,2022-06-30
2022-05-03,ITW,2.11,2.07,bmo,3939000000.0,3752596489.0,2024-11-21,2022-03-31
2022-02-03,ITW,1.95,1.9,bmo,3679000000.0,3532105812.0,2024-11-21,2021-12-31
2021-10-28,ITW,1.96,2.01,bmo,3556000000.0,3633300000.0,2024-11-21,2021-09-30
2021-07-30,ITW,2.1,2.09,bmo,3676000000.0,3676000000.0,2024-11-21,2021-06-30
2021-04-30,ITW,2.11,1.9,bmo,3544000000.0,3432130000.0,2024-11-21,2021-03-31
2021-02-05,ITW,2.02,1.79,bmo,3475000000.0,3319210000.0,2024-11-21,2020-12-31
2020-10-23,ITW,1.83,1.49,bmo,3307000000.0,2692584699.0,2024-11-21,2020-09-30
2020-07-31,ITW,1.01,0.7,bmo,2564000000.0,1777029702.0,2024-11-21,2020-06-30
2020-05-05,ITW,1.77,1.71,bmo,3228000000.0,3118576271.0,2024-11-21,2020-03-31
2020-01-31,ITW,1.99,1.85,bmo,3469000000.0,3224949748.0,2024-11-21,2019-12-31
2019-10-25,ITW,2.04,1.94,bmo,3479000000.0,3308460784.0,2024-11-21,2019-09-30
2019-07-26,ITW,2.0,1.98,bmo,3609000000.0,3741267015.0,2024-11-21,2019-06-30
2019-04-25,ITW,1.81,1.8,bmo,3552000000.0,3532375690.0,2024-11-21,2019-03-31
2019-02-01,ITW,1.83,1.82,bmo,3580000000.0,3560437158.0,2024-11-21,2018-12-31
2018-10-24,ITW,1.9,1.88,bmo,3613000000.0,3574968421.0,2024-11-21,2018-09-30
2018-07-23,ITW,1.97,1.97,bmo,3831000000.0,3831000000.0,2024-11-21,2018-06-30
2018-04-26,ITW,1.9,1.86,bmo,3744000000.0,3665178947.0,2024-11-21,2018-03-30
2018-01-24,ITW,1.7,1.62,bmo,3629000000.0,3458223529.0,2024-11-21,2017-12-31
2017-10-23,ITW,1.85,1.65,bmo,3615000000.0,3224189189.0,2024-11-21,2017-09-30
2017-07-24,ITW,1.66,1.64,bmo,3599000000.0,3492520710.0,2024-11-21,2017-06-30
2017-04-24,ITW,1.54,1.45,bmo,3471000000.0,3268149350.0,2024-11-21,2017-03-31
2017-01-25,ITW,1.39,1.37,bmo,3399000000.0,3350093525.0,2024-11-21,2016-12-31
2016-10-20,ITW,1.5,1.49,bmo,3495000000.0,3471700000.0,2024-11-21,2016-09-30
2016-07-20,ITW,1.46,1.4,bmo,3431000000.0,3290000000.0,2024-11-21,2016-06-30
2016-04-20,ITW,1.29,1.26,bmo,3274000000.0,3197860465.0,2024-11-21,2016-03-31
2016-01-27,ITW,1.23,1.21,bmo,3275000000.0,3221747967.0,2024-11-21,2015-12-31
2015-10-21,ITW,1.39,1.36,bmo,3354000000.0,3281611510.0,2024-11-21,2015-09-30
2015-07-22,ITW,1.3,1.28,bmo,3434000000.0,3381169230.0,2024-11-21,2015-06-30
2015-04-21,ITW,1.21,1.17,bmo,3342000000.0,3231520661.0,2024-11-21,2015-03-31
2015-01-27,ITW,1.18,1.13,bmo,3504000000.0,3355525423.0,2024-11-21,2014-12-31
2014-10-21,ITW,1.28,1.23,bmo,3692000000.0,3547781250.0,2024-11-21,2014-09-30
2014-07-29,ITW,1.21,1.2,bmo,3719000000.0,3688264462.0,2024-11-21,2014-06-30
2014-04-22,ITW,1.01,0.98,bmo,3569000000.0,3462990099.0,2024-11-21,2014-03-31
2014-01-28,ITW,0.92,0.91,bmo,3554000000.0,3515369565.0,2024-11-21,2013-12-31
2013-10-21,ITW,0.99,0.92,bmo,3568000000.0,3315717171.0,2024-11-21,2013-09-30
2013-07-23,ITW,1.08,1.1,bmo,4219000000.0,3659537037.0,2024-11-21,2013-06-30
2025-02-04,JCI,,0.59,bmo,,,2024-12-09,2024-12-30
2024-11-06,JCI,1.28,1.24,bmo,2928000000.0,7321065321.0,2024-12-09,2024-09-30
2024-07-31,JCI,1.14,1.08,bmo,7231000000.0,7337514250.0,2024-11-28,2024-06-30
2024-05-01,JCI,0.78,0.75,bmo,6699000000.0,6712145753.0,2024-11-28,2024-03-31
2024-01-30,JCI,0.51,0.51,bmo,6094000000.0,6117595430.0,2024-11-28,2023-12-31
2023-12-12,JCI,1.05,1.09,bmo,6906000000.0,7099265267.0,2024-11-28,2023-09-30
2023-08-02,JCI,1.03,1.03,bmo,7133000000.0,7200937893.0,2024-11-28,2023-06-30
2023-05-05,JCI,0.75,0.73,bmo,6686000000.0,6503652247.0,2024-11-28,2023-03-31
2023-02-01,JCI,0.67,0.66,bmo,6068000000.0,6252976308.0,2024-11-28,2022-12-31
2022-11-03,JCI,0.99,0.98,bmo,6725000000.0,6754636579.0,2024-11-28,2022-09-30
2022-08-04,JCI,0.85,0.84,bmo,6614000000.0,,2024-11-28,2022-06-30
2022-05-04,JCI,0.63,0.63,bmo,6098000000.0,,2024-11-28,2022-03-31
2022-02-02,JCI,0.54,0.53,bmo,5862000000.0,,2024-11-28,2021-12-31
2021-11-05,JCI,0.88,0.87,bmo,6392000000.0,,2024-11-28,2021-09-30
2021-07-30,JCI,0.83,0.83,bmo,6341000000.0,,2024-11-28,2021-06-30
2021-04-30,JCI,0.52,0.49,bmo,5594000000.0,,2024-11-28,2021-03-31
2021-01-29,JCI,0.43,0.4,bmo,5341000000.0,,2024-11-28,2020-12-31
2020-11-03,JCI,0.76,0.73,bmo,5954000000.0,,2024-11-28,2020-09-30
2020-07-31,JCI,0.67,0.5,bmo,5343000000.0,,2024-11-28,2020-06-30
2020-05-01,JCI,0.42,0.38,bmo,5444000000.0,,2024-11-28,2020-03-31
2020-01-31,JCI,0.4,0.38,bmo,5576000000.0,,2024-11-28,2019-12-31
2019-11-07,JCI,0.78,0.76,bmo,6274000000.0,,2024-11-28,2019-09-30
2019-07-31,JCI,0.65,0.63,bmo,6451000000.0,,2024-11-28,2019-06-30
2019-05-01,JCI,0.32,0.3,bmo,5779000000.0,,2024-11-28,2019-03-31
2019-02-01,JCI,0.26,0.24,bmo,5464000000.0,,2024-11-28,2018-12-31
2018-11-08,JCI,0.93,0.93,bmo,8370000000.0,,2024-11-28,2018-09-30
2018-07-31,JCI,0.81,0.79,bmo,8120000000.0,,2024-11-28,2018-06-30
2018-05-01,JCI,0.53,0.52,bmo,7475000000.0,,2024-11-28,2018-03-31
2018-01-31,JCI,0.54,0.51,bmo,7435000000.0,,2024-11-28,2017-12-31
2017-11-09,JCI,0.87,0.87,bmo,8136000000.0,,2024-11-28,2017-09-30
2017-07-27,JCI,0.71,0.71,bmo,7683000000.0,,2024-11-28,2017-06-30
2017-04-27,JCI,0.5,0.5,bmo,7267000000.0,,2024-11-28,2017-03-31
2017-02-01,JCI,0.53,0.52,bmo,7086000000.0,,2024-11-28,2016-12-31
2016-11-08,JCI,1.21,1.02,bmo,10198000000.0,,2024-11-28,2016-09-30
2016-07-29,JCI,0.57,0.56,bmo,9516000000.0,,2024-11-28,2016-06-24
2016-04-29,JCI,0.47,0.47,bmo,9031000000.0,,2024-11-28,2016-03-25
2016-01-29,JCI,0.44,0.43,bmo,8929000000.0,,2024-11-28,2015-12-25
2015-11-13,JCI,0.64,0.64,bmo,8749000000.0,,2024-11-28,2015-09-25
2015-07-31,JCI,0.62,0.59,bmo,9608000000.0,,2024-11-28,2015-06-26
2015-04-24,JCI,0.58,0.52,bmo,9198000000.0,,2024-11-28,2015-03-27
2015-01-30,JCI,0.51,0.51,bmo,10666000000.0,,2024-11-28,2014-12-26
2014-11-13,JCI,0.59,0.59,bmo,10979000000.0,,2024-11-28,2014-09-26
2014-07-25,JCI,0.57,0.57,bmo,10812000000.0,,2024-11-28,2014-06-27
2014-04-25,JCI,0.47,0.43,bmo,10463000000.0,,2024-11-28,2014-03-28
2014-01-31,JCI,0.49,0.47,bmo,10908000000.0,,2024-11-28,2013-12-27
2013-11-14,JCI,0.54,0.55,bmo,11047000000.0,,2024-11-28,2013-09-27
2013-07-26,JCI,0.52,0.5,bmo,10831000000.0,,2024-11-28,2013-06-28
2013-04-26,JCI,0.44,0.42,bmo,10430000000.0,,2024-11-28,2013-03-29
2013-01-29,JCI,0.42,0.41,bmo,10422000000.0,,2024-11-28,2012-12-28
2012-11-14,JCI,0.35,0.38,bmo,10392000000.0,,2024-11-28,2012-09-28
2025-10-13,JNJ,,,bmo,,,2024-12-08,2025-09-29
2025-07-15,JNJ,,,bmo,,,2024-12-08,2025-06-29
2025-04-14,JNJ,,,bmo,,,2024-12-08,2025-03-29
2025-01-28,JNJ,,1.99,bmo,,,2024-12-08,2024-12-29
2024-10-15,JNJ,2.42,2.21,bmo,22471000000.0,22171805511.0,2024-12-08,2024-09-29
2024-07-17,JNJ,2.82,2.71,bmo,22447000000.0,22330379614.0,2024-11-05,2024-06-30
2024-04-16,JNJ,2.71,2.66,bmo,21383000000.0,21400951140.0,2024-11-05,2024-03-31
2024-01-23,JNJ,2.29,2.27,bmo,21395000000.0,20990000000.0,2024-11-05,2023-12-31
2023-10-17,JNJ,2.66,2.52,bmo,21351000000.0,19829500000.0,2024-11-05,2023-10-01
2023-07-20,JNJ,2.8,2.61,bmo,21519000000.0,24625300000.0,2024-11-05,2023-07-02
2023-04-18,JNJ,2.68,2.51,bmo,20894000000.0,23687800000.0,2024-11-05,2023-04-02
2023-01-24,JNJ,2.35,2.22,bmo,23706000000.0,,2024-11-05,2023-01-01
2022-10-18,JNJ,2.55,2.49,bmo,19996000000.0,,2024-11-05,2022-10-02
2022-07-19,JNJ,2.59,2.57,bmo,24020000000.0,23774100000.0,2024-11-05,2022-07-03
2022-04-19,JNJ,2.67,2.6,bmo,23426000000.0,,2024-11-05,2022-04-03
2022-01-25,JNJ,2.13,2.12,bmo,24804000000.0,23805800000.0,2024-11-05,2022-01-02
2021-10-19,JNJ,2.6,2.37,bmo,23338000000.0,23703300000.0,2024-11-05,2021-10-03
2021-07-21,JNJ,2.48,2.27,bmo,23312000000.0,23808600000.0,2024-11-05,2021-07-04
2021-04-20,JNJ,2.59,2.34,bmo,22321000000.0,,2024-11-05,2021-04-04
2021-01-26,JNJ,1.86,1.81,bmo,22475000000.0,,2024-11-05,2021-01-03
2020-10-13,JNJ,2.2,1.99,bmo,21082000000.0,18973800000.0,2024-11-05,2020-09-27
2020-07-16,JNJ,1.67,1.49,bmo,18336000000.0,16469461077.0,2024-11-05,2020-06-28
2020-04-14,JNJ,2.3,2.0,bmo,20691000000.0,17992173913.0,2024-11-05,2020-03-29
2020-01-22,JNJ,1.88,1.87,bmo,20747000000.0,20636643617.0,2024-11-05,2019-12-29
2019-10-15,JNJ,2.12,2.01,bmo,20729000000.0,19653438679.0,2024-11-05,2019-09-29
2019-07-16,JNJ,2.58,2.46,bmo,20562000000.0,19605627906.0,2024-11-05,2019-06-30
2019-04-16,JNJ,2.1,2.03,bmo,20021000000.0,19448971428.0,2024-11-05,2019-03-31
2019-01-22,JNJ,1.97,1.95,bmo,20394000000.0,20186954314.0,2024-11-05,2018-12-30
2018-10-16,JNJ,2.05,2.03,bmo,20348000000.0,20149482926.0,2024-11-05,2018-09-30
2018-07-17,JNJ,2.1,2.06,bmo,20830000000.0,20532428571.0,2024-11-05,2018-07-01
2018-04-17,JNJ,2.06,2.02,bmo,20009000000.0,19620475728.0,2024-11-05,2018-04-01
2018-01-23,JNJ,1.74,1.72,bmo,20195000000.0,19962873563.0,2024-11-05,2017-12-31
2017-10-17,JNJ,1.9,1.8,bmo,19650000000.0,18615789473.0,2024-11-05,2017-10-01
2017-07-18,JNJ,1.83,1.8,bmo,18839000000.0,18530163934.0,2024-11-05,2017-07-02
2017-04-18,JNJ,1.83,1.77,bmo,17766000000.0,17183508196.0,2024-11-05,2017-04-02
2017-01-24,JNJ,1.58,1.56,bmo,18106000000.0,17876810126.0,2024-11-05,2017-01-01
2016-10-18,JNJ,1.68,1.66,bmo,17820000000.0,17607857142.0,2024-11-05,2016-10-02
2016-07-19,JNJ,1.74,1.68,bmo,18482000000.0,17844689655.0,2024-11-05,2016-07-03
2016-04-19,JNJ,1.68,1.65,bmo,17482000000.0,17169821428.0,2024-11-05,2016-04-03
2016-01-26,JNJ,1.44,1.42,bmo,17811000000.0,17563625000.0,2024-11-05,2016-01-03
2015-10-13,JNJ,1.49,1.45,bmo,17102000000.0,16642885906.0,2024-11-05,2015-09-27
2015-07-14,JNJ,1.71,1.67,bmo,17787000000.0,17370929824.0,2024-11-05,2015-06-28
2015-04-14,JNJ,1.56,1.54,bmo,17374000000.0,17151256410.0,2024-11-05,2015-03-29
2015-01-20,JNJ,1.27,1.25,bmo,18254000000.0,17966535433.0,2024-11-05,2014-12-28
2014-10-14,JNJ,1.5,1.45,bmo,18467000000.0,17851433333.0,2024-11-05,2014-09-28
2014-07-15,JNJ,1.66,1.55,bmo,19495000000.0,18203162650.0,2024-11-05,2014-06-29
2014-04-15,JNJ,1.54,1.48,bmo,18115000000.0,17409220779.0,2024-11-05,2014-03-30
2014-01-21,JNJ,1.24,1.2,bmo,18355000000.0,17762903225.0,2024-11-05,2013-12-29
2013-10-15,JNJ,1.36,1.32,bmo,17575000000.0,17058088235.0,2024-11-05,2013-09-29
2013-07-16,JNJ,1.48,1.39,bmo,17877000000.0,16789885135.0,2024-11-05,2013-06-30
2026-01-13,JPM,,,bmo,,,2024-12-09,2025-12-30
2025-10-14,JPM,,,bmo,,,2024-12-09,2025-09-30
2025-07-15,JPM,,,bmo,,,2024-12-09,2025-06-30
2025-04-11,JPM,,,bmo,,,2024-12-09,2025-03-30
2025-01-15,JPM,,3.89,bmo,,41096800000.0,2024-12-09,2024-12-30
2024-10-11,JPM,4.37,4.01,bmo,39543000000.0,41426533657.0,2024-12-09,2024-09-30
2024-07-12,JPM,4.4,5.88,bmo,50058000000.0,42226052217.0,2024-11-24,2024-06-30
2024-04-12,JPM,4.44,4.11,bmo,41908000000.0,41688837366.0,2024-11-24,2024-03-31
2024-01-12,JPM,3.04,3.32,bmo,38600000000.0,41915200000.0,2024-11-24,2023-12-31
2023-10-13,JPM,4.5,3.96,bmo,39761000000.0,39560200000.0,2024-11-24,2023-09-30
2023-07-14,JPM,4.98,4.0,bmo,38582000000.0,38957600000.0,2024-11-24,2023-06-30
2023-04-14,JPM,4.32,3.41,bmo,38348000000.0,35563400000.0,2024-11-24,2023-03-31
2023-01-13,JPM,3.56,3.07,bmo,34512000000.0,34352586220.0,2024-11-24,2022-12-31
2022-10-14,JPM,3.36,2.88,bmo,32702000000.0,32056129590.0,2024-11-24,2022-09-30
2022-07-14,JPM,2.76,2.88,bmo,30709000000.0,31867527383.0,2024-11-24,2022-06-30
2022-04-13,JPM,2.76,2.69,bmo,30718000000.0,30607875171.0,2024-11-24,2022-03-31
2022-01-14,JPM,3.33,3.01,bmo,29288000000.0,31329400000.0,2024-11-24,2021-12-31
2021-10-13,JPM,3.74,3.0,bmo,29661000000.0,29600500000.0,2024-11-24,2021-09-30
2021-07-13,JPM,3.78,3.21,bmo,30486000000.0,29960500000.0,2024-11-24,2021-06-30
2021-04-14,JPM,4.59,3.1,bmo,32250000000.0,29195525805.0,2024-11-24,2021-03-31
2021-01-15,JPM,3.79,2.62,bmo,29266000000.0,26686419846.0,2024-11-24,2020-12-31
2020-10-13,JPM,2.92,2.23,bmo,29158000000.0,20128421524.0,2024-11-24,2020-09-30
2020-07-14,JPM,1.38,1.04,bmo,33071000000.0,24854492753.0,2024-11-24,2020-06-30
2020-04-14,JPM,0.78,1.84,bmo,28277000000.0,66643384615.0,2024-11-24,2020-03-31
2020-01-14,JPM,2.57,2.35,bmo,28331000000.0,25905778210.0,2024-11-24,2019-12-31
2019-10-15,JPM,2.68,2.45,bmo,29291000000.0,26822929104.0,2024-11-24,2019-09-30
2019-07-16,JPM,2.51,2.5,bmo,28747000000.0,25484929078.0,2024-11-24,2019-06-30
2019-04-12,JPM,2.65,2.35,bmo,29123000000.0,25826056603.0,2024-11-24,2019-03-31
2019-01-15,JPM,1.98,2.2,bmo,26109000000.0,29010000000.0,2024-11-24,2018-12-31
2018-10-12,JPM,2.34,2.25,bmo,27260000000.0,26211538461.0,2024-11-24,2018-09-30
2018-07-13,JPM,2.29,2.22,bmo,27753000000.0,26904655021.0,2024-11-24,2018-06-30
2018-04-13,JPM,2.26,2.28,bmo,27907000000.0,26847240506.0,2024-11-24,2018-03-31
2018-01-12,JPM,1.76,1.69,bmo,24153000000.0,23484278409.0,2024-11-24,2017-12-31
2017-10-12,JPM,1.76,1.65,bmo,25578000000.0,23979375000.0,2024-11-24,2017-09-30
2017-07-14,JPM,1.71,1.58,bmo,25086000000.0,22337901098.0,2024-11-24,2017-06-30
2017-04-13,JPM,1.65,1.52,bmo,24939000000.0,22974109090.0,2024-11-24,2017-03-31
2017-01-13,JPM,1.58,1.44,bmo,23376000000.0,20443789473.0,2024-11-24,2016-12-31
2016-10-14,JPM,1.58,1.39,bmo,24673000000.0,21705993670.0,2024-11-24,2016-09-30
2016-07-14,JPM,1.55,1.43,bmo,24380000000.0,22492516129.0,2024-11-24,2016-06-30
2016-04-13,JPM,1.35,1.26,bmo,23239000000.0,21689733333.0,2024-11-24,2016-03-31
2016-01-14,JPM,1.32,1.25,bmo,22371000000.0,21671401515.0,2024-11-24,2015-12-31
2015-10-13,JPM,1.68,1.37,amc,22780000000.0,18576547619.0,2024-11-24,2015-09-30
2015-07-14,JPM,1.54,1.44,bmo,23812000000.0,22265766233.0,2024-11-24,2015-06-30
2015-04-14,JPM,1.45,1.4,bmo,24066000000.0,23236137931.0,2024-11-24,2015-03-31
2015-01-14,JPM,1.19,1.31,bmo,22512000000.0,25044117647.0,2024-11-24,2014-12-31
2014-10-14,JPM,1.36,1.38,bmo,24469000000.0,24828838235.0,2024-11-24,2014-09-30
2014-07-15,JPM,1.46,1.29,bmo,24678000000.0,21804534246.0,2024-11-24,2014-06-30
2014-04-11,JPM,1.28,1.4,bmo,23215000000.0,25391406250.0,2024-11-24,2014-03-31
2014-01-14,JPM,1.4,1.35,bmo,23156000000.0,23062821428.0,2024-11-24,2013-12-31
2013-10-11,JPM,1.42,1.27,bmo,23117000000.0,19047105633.0,2024-11-24,2013-09-30
2025-10-22,KKR,,,bmo,,,2024-12-08,2025-09-30
2025-07-29,KKR,,,bmo,,,2024-12-08,2025-06-30
2025-04-29,KKR,,,bmo,,,2024-12-08,2025-03-30
2025-02-04,KKR,,1.3,bmo,,1941550000.0,2024-12-08,2024-12-30
2024-10-24,KKR,1.38,1.2,bmo,4791696000.0,1791382848.0,2024-12-08,2024-09-30
2024-07-31,KKR,1.09,1.06,bmo,4108021000.0,1666253859.0,2024-11-04,2024-06-30
2024-05-01,KKR,0.97,0.96,bmo,9600353000.0,1490673707.0,2024-11-04,2024-03-31
2024-02-06,KKR,1.0,0.91,bmo,4372746000.0,1612660000.0,2024-11-04,2023-12-31
2023-11-07,KKR,0.88,0.82,bmo,3273140000.0,,2024-11-04,2023-09-30
2023-08-07,KKR,0.73,0.71,bmo,3586660000.0,,2024-11-04,2023-06-30
2023-05-08,KKR,0.81,0.74,bmo,3090324000.0,1418440000.0,2024-11-04,2023-03-31
2023-02-07,KKR,0.92,0.86,bmo,2528695000.0,1411830000.0,2024-11-04,2022-12-31
2022-11-01,KKR,0.93,0.84,bmo,1820800000.0,,2024-11-04,2022-09-30
2022-08-02,KKR,0.95,0.93,bmo,290881000.0,,2024-11-04,2022-06-30
2022-05-03,KKR,1.1,0.98,bmo,999363000.0,1796860000.0,2024-11-04,2022-03-31
2022-02-08,KKR,1.59,1.21,bmo,4053596000.0,1755150000.0,2024-11-04,2021-12-31
2021-11-02,KKR,1.05,0.93,bmo,4483365000.0,1424800000.0,2024-11-04,2021-09-30
2021-08-03,KKR,1.05,0.84,bmo,3136181000.0,1363850000.0,2024-11-04,2021-06-30
2021-05-04,KKR,0.75,0.62,bmo,4563006000.0,1081290000.0,2024-11-04,2021-03-31
2021-02-08,KKR,0.49,0.41,amc,2005164000.0,981470000.0,2024-11-04,2020-12-31
2020-10-30,KKR,0.48,0.4,bmo,1895238000.0,1516190400.0,2024-11-04,2020-09-30
2020-08-04,KKR,0.39,0.36,bmo,1331994000.0,1220994500.0,2024-11-04,2020-06-30
2020-05-06,KKR,0.42,0.42,bmo,-1001505000.0,966118000.0,2024-11-04,2020-03-31
2020-01-31,KKR,0.44,0.41,bmo,1063071000.0,1072673681.0,2024-11-04,2019-12-31
2019-10-29,KKR,0.46,0.42,bmo,790485000.0,774219782.0,2024-11-04,2019-09-30
2019-07-25,KKR,0.39,0.34,bmo,1179864000.0,1108684205.0,2024-11-04,2019-06-30
2019-04-30,KKR,0.38,0.37,bmo,1187480000.0,1256984447.0,2024-11-04,2019-03-31
2019-02-01,KKR,0.55,0.49,bmo,-178056000.0,158631709.0,2024-11-04,2018-12-31
