symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TSM,2024-06-30,5600.89733,5186200000,29047373732846.0,1799127351000,997419089000,28245665470846
TSM,2024-03-31,4529.51937,5186000000,23490087452820.0,1698195704000,1009462421000,22801354169820
TSM,2023-12-31,3190.616,5183713355,16539238769876.68,1465427753000,959068460000,16032879476876
TSM,2023-09-30,2800.5263,5185853400,14523118834644.42,1311806535000,974327930000,14185640229644
TSM,2023-06-30,3142.85064,5185853600,16298363305706.305,1276724000000,909836000000,15931475305706
TSM,2023-03-31,2840.08664,5185800000,14728121297712.0,1385232810000,884770024000,14227658511712
TSM,2022-12-31,2277.45726,5185800000,11810437858908.0,1342814083000,888174472000,11355798247908
TSM,2022-09-30,2180.41368,5185798600,11307186209164.848,1296012784000,875624002000,10886797427164
TSM,2022-06-30,2425.1955,5185798600,12576575428626.299,1253189197000,895303802000,12218690033626
TSM,2022-03-31,2983.3999,5185958200,15471787175284.18,1151589646000,798354765000,15118552294284
TSM,2021-12-31,3334.03072,5186076092,17290537006985.547,1064990200000,753631900000,16979178706985
TSM,2021-09-30,3103.98165,5186076000,16097484739505.4,853811966000,603102686000,15846775459505
TSM,2021-06-30,3348.3785599999997,5186076000,17364945688930.559,747982100000,574047500000,17191011088930
TSM,2021-03-31,3358.79716,5186076000,17418977340344.16,664727857000,437660639000,17191910122344
TSM,2020-12-31,3061.2980000000002,5186076092,15876124368287.418,660170647000,365192370000,15581146091287
TSM,2020-09-30,2344.78761,5186076000,12160246749318.36,604195113000,402586322000,11958637958318
TSM,2020-06-30,1668.69738,5186076000,8653991433680.88,467613443000,290444902000,8476822892680
TSM,2020-03-31,1442.3021999999999,5186076000,7479888824167.199,430777229000,221069055000,7270180650167
TSM,2019-12-31,1739.5721,5186076092,9021553278120.234,455399300000,190464100000,8756618078120
TSM,2019-09-30,1442.2744,5186076000,7479744651254.4,452430300000,125705249000,7153019600254
TSM,2019-06-30,1281.1248,5186076000,6644010578284.8,649697262000,128966609000,6123279925284
TSM,2019-03-31,1273.53408,5186076000,6604644527470.079,645670527000,128800083000,6087774083470
TSM,2018-12-31,1128.00651,5186076092,5849927593131.358,577814600000,180554700000,5452667693131
TSM,2018-09-30,1361.77272,5186076000,7062256820646.72,488732121000,130874625000,6704399324646
TSM,2018-06-30,1113.3251200000002,5186076000,5773788685029.121,632229880000,114235300000,5255794105029
TSM,2018-03-31,1234.115,5186076000,6400214182740.0,577782963000,140131350000,5962562569740
TSM,2017-12-31,1218.37604,5186012000,6318512763952.48,553391700000,155566800000,5920687863952
TSM,2017-09-30,1138.17805,5186076000,5902677868831.8,408077695000,146244720000,5640844893831
TSM,2017-06-30,1064.1824000000001,5186076000,5518930804262.4,570466958000,154062140000,5102525986262
TSM,2017-03-31,995.9386800000002,5186076000,5165013685819.681,564725266000,188884129000,4789172548819
TSM,2016-12-31,933.2825000000001,5186012000,4840014244390.001,541253800000,211073600000,4509834044390
TSM,2016-09-30,956.45753,5186076000,4960261441352.28,463971657000,189811965000,4686101749352
TSM,2016-06-30,844.42239,5186076000,4379238690641.6396,622359302000,220042111000,3976921499641
TSM,2016-03-31,841.5439999999999,5186076000,4364311141343.9995,617984318000,215871098000,3962197921343
TSM,2015-12-31,749.6125000000001,5186085800,3887554741752.5005,562688900000,231471600000,3556337441752
TSM,2015-09-30,683.9200000000001,5186076000,3546861097920.0005,515731398000,225569874000,3256699573920
TSM,2015-06-30,701.46648,5186075000,3637857775266.0,528895107000,208253720000,3317216388266
TSM,2015-03-31,733.3978,5186002200,3803402604275.1597,437412411000,232731978000,3598722171275
TSM,2014-12-31,708.84174,5185928400,3676002510571.416,358449000000,250674400000,3568227910571
AVGO,2024-08-04,142.08,4663000000,662519040000.0,9952000000,69959000000,722526040000
AVGO,2024-05-05,131.03,4650000000,609289500000.0,9809000000,74016000000,673496500000
AVGO,2024-02-04,124.31,4520000000,561881200000.0,11864000000,75901000000,625918200000
AVGO,2023-10-29,84.13,4130000000,347456900000.0,14189000000,39229000000,372496900000
AVGO,2023-07-30,89.87,4130000000,371163100000.0,12055000000,39341000000,398449100000
AVGO,2023-04-30,63.8,4150000000,264770000000.0,11553000000,39311000000,292528000000
AVGO,2023-01-29,58.15,4180000000,243067000000.0,12647000000,39282000000,269702000000
AVGO,2022-10-30,47.01,4110000000,193211100000.0,12416000000,39515000000,220310100000
AVGO,2022-07-31,53.64,4195087950,225024517638.0,9977000000,39495000000,254542517638
AVGO,2022-05-01,57.64,4090225480,235760596667.2,9005000000,39466000000,266221596667
AVGO,2022-01-30,58.59,4120000000,241390800000.0,10219000000,39505000000,270676800000
AVGO,2021-10-31,52.81,4130325730,218122501801.30002,12163000000,39730000000,245689501801
AVGO,2021-08-01,48.47,4120300660,199710972990.19998,11105000000,40457000000,229062972990
AVGO,2021-05-02,45.01,4100250540,184552276805.4,9518000000,40438000000,215472276805
AVGO,2021-01-31,46.67,4080200410,190422953134.7,9552000000,41932000000,222802953134
AVGO,2020-11-01,35.13,4060150290,142633079687.7,7618000000,41062000000,176077079687
AVGO,2020-08-02,32.12,4029999910,129443597109.2,8857000000,44023000000,164609597109
AVGO,2020-05-03,26.23,4009999910,105182297639.3,9207000000,45863000000,141838297639
AVGO,2020-02-02,30.52,3979999920,121469597558.4,6444000000,44718000000,159743597558
AVGO,2019-11-03,30.5,3969999920,121084997560.0,5055000000,32798000000,148827997560
AVGO,2019-08-04,26.77,3979999920,106544597858.4,5462000000,37565000000,138647597858
AVGO,2019-05-05,31.16,3969999920,123705197507.2,5328000000,37548000000,155925197507
AVGO,2019-02-03,27.21,4009999910,109112097551.1,5093000000,37641000000,141660097551
AVGO,2018-11-04,22.01,4119999910,90681198019.1,4292000000,17493000000,103882198019
AVGO,2018-08-05,21.7,4299999910,93309998047.0,4136000000,17604000000,106777998047
AVGO,2018-05-06,23.6,4209999910,99355997876.0,8187000000,17598000000,108766997876
AVGO,2018-01-31,24.8,4099999910,101679997768.0,7076000000,17592000000,112195997768
AVGO,2017-10-31,26.39,4079999910,107671197624.90001,11204000000,17548000000,114015197624
AVGO,2017-07-31,24.67,4069999910,100406897779.70001,5249000000,13572000000,108729897779
AVGO,2017-04-30,22.13,4029999910,89183898008.3,4254000000,13567000000,98496898008
AVGO,2017-01-31,19.95,3989999920,79600498404.0,3536000000,13562000000,89626498404
AVGO,2016-10-31,17.03,3979999920,67779398637.600006,3097000000,13642000000,78324398637
AVGO,2016-07-31,16.35,3959999920,64745998692.00001,1961000000,13715000000,76499998692
AVGO,2016-04-30,14.58,3919999920,57153598833.6,2041000000,15008000000,70120598833
AVGO,2016-01-31,13.77,2769999940,38142899173.799995,2169000000,3938000000,39911899173
AVGO,2015-10-31,12.31,2759999940,33975599261.4,1822000000,3949000000,36102599261
AVGO,2015-07-31,12.51,2649999940,33151499249.399998,1354000000,3961000000,35758499249
AVGO,2015-04-30,11.69,2579999940,30160199298.6,2508000000,4898000000,32550199298
AVGO,2015-01-31,10.29,2549999940,26239499382.6,2569000000,5500000000,29170499382
AVGO,2014-10-31,8.63,2539999940,21920199482.2,1604000000,5509000000,25825199482
LLY,2024-09-30,885.94,901000000,798231940000.0,3369000000,31119700000,825982640000
LLY,2024-06-30,914.37,900900000,823755933000.0,3223600000,28892000000,849424333000
LLY,2024-03-31,760.55,900800000,685103440000.0,2460200000,26211400000,708854640000
LLY,2023-12-31,582.92,949379000,553412006680.0,2818600000,25225300000,575818706680
LLY,2023-09-30,537.13,899800000,483309574000.0,2380800000,20168300000,501097074000
LLY,2023-06-30,468.98,899700000,421941306000.0,2694500000,18820000000,438066806000
LLY,2023-03-31,343.42,901000000,309421420000.0,3545900000,18883600000,324759120000
LLY,2022-12-31,365.84,950182000,347614582880.0,2067000000,16238600000,361786182880
LLY,2022-09-30,323.35,900700000,291241345000.0,2617400000,15888400000,304512345000
LLY,2022-06-30,324.23,900300000,291904269000.0,2622900000,16813800000,306095169000
LLY,2022-03-31,286.37,903700000,258792569000.0,2459200000,16508800000,272842169000
LLY,2021-12-31,276.22,925752000,255711217440.00003,3818500000,16884700000,268777417440
LLY,2021-09-30,231.05,906700000,209493035000.0,3788200000,17085400000,222790235000
LLY,2021-06-30,229.52,907300000,208243496000.0,3220000000,16515100000,221538596000
LLY,2021-03-31,186.82,908800000,169782016000.0,3002400000,16204500000,182984116000
LLY,2020-12-31,168.84,912591197,154081897701.48,3657100000,16595300000,167020097701
LLY,2020-09-30,148.02,907200000,134283744000.00002,3595300000,16922100000,147610544000
LLY,2020-06-30,164.18,907200000,148944096000.0,2365100000,16328200000,162907196000
LLY,2020-03-31,138.72,908200000,125985504000.0,1699000000,17230300000,141516804000
LLY,2019-12-31,131.43,914678147,120216148860.21,2337500000,15803900000,133682548860
LLY,2019-09-30,111.83,913900000,102201437000.0,1563800000,15710500000,116348137000
LLY,2019-06-30,112.74,920800000,103810992000.0,2290200000,16289500000,117810292000
LLY,2019-03-31,129.05,979900000,126456095000.00002,2036400000,16473300000,140892995000
LLY,2018-12-31,115.72,1011284000,117025784480.0,7320700000,10298600000,120003684480
LLY,2018-09-30,107.6,1020400000,109795040000.0,8960000000,12676900000,113511940000
LLY,2018-06-30,85.33,1030200000,87906966000.0,6817300000,12219600000,93309266000
LLY,2018-03-31,77.37,1048000000,81083760000.0,3084300000,11697700000,89697160000
LLY,2017-12-31,84.46,1043692000,88150226320.0,6536200000,13647100000,95261126320
LLY,2017-09-30,85.54,1053400000,90107836000.0,3724300000,13464700000,99848236000
LLY,2017-06-30,82.3,1055000000,86826500000.0,3069900000,12312100000,96068700000
LLY,2017-03-31,84.11,1056300000,88845393000.0,2616900000,10246800000,96475293000
LLY,2016-12-31,73.55,1058096000,77822960800.0,4582100000,10305200000,83546060800
LLY,2016-09-30,80.26,1057700000,84891002000.0,3489000000,9348800000,90750802000
LLY,2016-06-30,78.75,1057700000,83293875000.0,3238000000,9331300000,89387175000
LLY,2016-03-31,72.01,1059900000,76323399000.0,2307600000,8125900000,82141699000
LLY,2015-12-31,84.26,1060452000,89353685520.0,3666400000,7978500000,93665785520
LLY,2015-09-30,83.69,1061400000,88828566000.0,3238800000,8078900000,93668666000
LLY,2015-06-30,83.49,1061700000,88641333000.0,3315500000,7999400000,93325233000
LLY,2015-03-31,72.65,1064200000,77314130000.0,3064800000,8220700000,82470030000
LLY,2014-12-31,68.99,1065528000,73510776720.0,3871600000,8056400000,77695576720
JPM,2024-09-30,210.86,2860600000,603186116000.0,22896000000,460795000000,1041085116000
JPM,2024-06-30,205.45,2889800000,593709410000.0,530819000000,878011000000,940901410000
JPM,2024-03-31,198.94,2908300000,578577202000.0,562116000000,767810000000,784271202000
JPM,2023-12-31,170.1,2914400000,495739440000.0,624151000000,436537000000,308125440000
JPM,2023-09-30,145.02,2927500000,424546050000.0,511369000000,573757000000,486934050000
JPM,2023-06-30,145.44,2943800000,428146272000.0,495123000000,537364000000,470387272000
JPM,2023-03-31,130.31,2968500000,386825235000.0,546000000000,482883000000,323708235000
JPM,2022-12-31,134.1,2962900000,397324890000.0,567234000000,466727000000,296817890000
JPM,2022-09-30,104.5,2961200000,309445400000.0,644187000000,335339000000,597400000
JPM,2022-06-30,112.61,2962200000,333573342000.0,669260000000,346634000000,10947342000
JPM,2022-03-31,136.32,2977000000,405824640000.0,754532000000,495105000000,146397640000
JPM,2021-12-31,158.35,2981698014,472151880516.89996,740834000000,469176000000,200493880516
JPM,2021-09-30,163.69,3002406417,491463906398.73,759869000000,474916000000,206510906398
JPM,2021-06-30,155.54,3041269841,473039111069.13995,705421000000,479686000000,247304111069
JPM,2021-03-31,152.23,3078000000,468563939999.99994,711072000000,465314000000,222805939999
JPM,2020-12-31,127.07,3085100000,392023657000.0,527609000000,426451000000,290865657000
JPM,2020-09-30,96.27,3082800000,296781156000.0,487522000000,426002000000,235261156000
JPM,2020-06-30,94.06,3081000000,289798860000.0,493729000000,472752000000,268821860000
JPM,2020-03-31,90.03,3095900381,278723911301.43,367534000000,470362000000,381551911301
JPM,2019-12-31,139.4,3148500000,438900900000.0,263631000000,407987000000,583256900000
JPM,2019-09-30,117.69,3207200000,377455368000.0,256597000000,435918000000,556776368000
JPM,2019-06-30,113.68,3259574468,370548425522.24005,268038000000,454919000000,557429425522
JPM,2019-03-31,104.64,3308100000,346159584000.0,302604000000,480102000000,523657584000
JPM,2018-12-31,97.62,3335800948,325640888543.76,278793000000,454311000000,501158888543
JPM,2018-09-30,113.5,3394300000,385253050000.0,419097000000,444216000000,410372050000
JPM,2018-06-30,104.2,3434700000,357895740000.0,405180000000,444359000000,397074740000
JPM,2018-03-31,109.97,3475949367,382250151888.99,414812000000,436704000000,404142151888
JPM,2017-12-31,106.94,3500841646,374380005623.24,431304000000,421768000000,364844005623
JPM,2017-09-30,95.51,3557954545,339820238592.95,457804000000,431638000000,313654238592
JPM,2017-06-30,91.4,3599000000,328948600000.0,449161000000,437744000000,317531600000
JPM,2017-03-31,87.84,3621212121,318087272708.64,460395000000,419655000000,277347272708
JPM,2016-12-31,86.29,3606000000,311161740000.0,389635000000,417116000000,338642740000
JPM,2016-09-30,66.59,3669800000,244371982000.0,417590000000,441281000000,268062982000
JPM,2016-06-30,62.14,3695483870,229637367681.8,365305000000,434045000000,298377367681
JPM,2016-03-31,59.22,3737600000,221340672000.0,378408000000,415910000000,258842672000
JPM,2015-12-31,66.03,3704600000,244614738000.0,360505000000,399425000000,283534738000
JPM,2015-09-30,60.97,3725600000,227149832000.0,397454000000,424109000000,253804832000
JPM,2015-06-30,67.76,3743600000,253666336000.00003,422902000000,439388000000,270152336000
JPM,2015-03-31,60.58,3757500000,227629350000.0,529204000000,449735000000,148160350000
JPM,2014-12-31,62.58,3745321476,234382217968.08,512308000000,455101000000,177175217968
WMT,2024-10-31,81.95,8038000000,658714100000.0,10049000000,61749000000,710414100000
WMT,2024-07-31,68.64,8044000000,552140160000.0,8811000000,61305000000,604634160000
WMT,2024-04-30,59.35,8053000000,477945550000.0,9405000000,64463000000,533003550000
WMT,2024-01-31,55.08,8069999838,444495591077.04,9867000000,61321000000,495949591077
WMT,2023-10-31,54.47,8078999838,440063121175.86,12154000000,69739000000,497648121175
WMT,2023-07-31,53.29,8078999838,430529901367.02,13888000000,64801000000,481442901367
WMT,2023-04-30,50.53,8081999838,408383451814.14,10575000000,63867000000,461675451814
WMT,2023-01-31,47.96,8087999838,387900472230.48,8885000000,58923000000,437938472230
WMT,2022-10-31,47.44,8132999837,385829512267.27997,11587000000,65380000000,439622512267
WMT,2022-07-31,44.18,8216052337,362985192248.66,13923000000,65309000000,414371192248
WMT,2022-04-30,51.0,8261999834,421361991534.0,11817000000,66817000000,476361991534
WMT,2022-01-31,46.6,8307000000,387106200000.0,14760000000,57323000000,429669200000
WMT,2021-10-31,49.93,8355000000,417165150000.0,16111000000,57597000000,458651150000
WMT,2021-07-31,47.52,8397000000,399025440000.0,22831000000,60879000000,437073440000
WMT,2021-04-30,46.64,8445000000,393874800000.0,22846000000,62822000000,433850800000
WMT,2021-01-31,46.42,8478000000,393548760000.0,17741000000,63246000000,439053760000
WMT,2020-10-31,46.25,8499000000,393078750000.0,14325000000,68478000000,447231750000
WMT,2020-07-31,43.13,8496000000,366432480000.0,16906000000,69494000000,419020480000
WMT,2020-04-30,40.52,8493000000,344136360000.0,14930000000,75432000000,404638360000
WMT,2020-01-31,38.16,8508000000,324665280000.0,9465000000,72433000000,387633280000
WMT,2019-10-31,39.09,8529000000,333398610000.0,8606000000,75948000000,400740610000
WMT,2019-07-31,36.79,8559000000,314885610000.0,9283000000,74709000000,380311610000
WMT,2019-04-30,34.28,8607000000,295047960000.0,9255000000,75429000000,361221960000
WMT,2019-01-31,31.94,8688000000,277494720000.0,7722000000,58033000000,327805720000
WMT,2018-10-31,33.43,8772000000,293247960000.0,9174000000,60991000000,345064960000
WMT,2018-07-31,29.74,8838000000,262842120000.0,15840000000,53796000000,300798120000
WMT,2018-04-30,29.49,8850000000,260986500000.0,7885000000,46343000000,299444500000
WMT,2018-01-31,35.53,8877000000,315399810000.0,6756000000,46487000000,355130810000
WMT,2017-10-31,29.1,8943000000,260241300000.0,7026000000,49927000000,303142300000
WMT,2017-07-31,26.66,9024000000,240579840000.0,6469000000,47643000000,281753840000
WMT,2017-04-30,25.08,9105000000,228353399999.99997,6545000000,46497000000,268305399999
WMT,2017-01-31,22.25,9195000000,204588750000.0,6867000000,45938000000,243659750000
WMT,2016-10-31,23.34,9267000000,216291780000.0,5939000000,50005000000,260357780000
WMT,2016-07-31,24.59,9327000000,229350930000.0,7676000000,47491000000,269165930000
WMT,2016-04-30,22.29,9432000000,210239280000.0,7597000000,50022000000,252664280000
WMT,2016-01-31,22.5,9558000000,215055000000.0,8705000000,50034000000,256384000000
WMT,2015-10-31,19.08,9630000000,183740399999.99997,6990000000,52462000000,229212399999
WMT,2015-07-31,23.99,9663000000,231815370000.0,5751000000,49055000000,275119370000
WMT,2015-04-30,26.02,9693000000,252211860000.0,7759000000,50231000000,294683860000
WMT,2015-01-31,28.33,9690000000,274517699999.99997,9135000000,50381000000,315763700000
